epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,13101.7,0.84146,0.3876,1.12764,0.99958,1,0.995,0.77084,0.92708,0.35516,1.21091,0.0007872,0.0007872,0.0007872
74,13191,0.8482,0.39009,1.11572,0.99949,1,0.995,0.76056,0.97662,0.34428,1.23921,0.0007773,0.0007773,0.0007773
75,13275.3,0.83414,0.39121,1.10974,0.99924,1,0.995,0.73034,1.03346,0.36456,1.29419,0.0007674,0.0007674,0.0007674
76,13353.4,0.85376,0.39067,1.12361,0.99715,1,0.995,0.73914,1.01842,0.37253,1.2699,0.0007575,0.0007575,0.0007575
77,13421.1,0.85518,0.39045,1.13195,0.99497,1,0.995,0.75954,0.96694,0.35098,1.2139,0.0007476,0.0007476,0.0007476
78,13508.7,0.84041,0.38332,1.11489,0.994,1,0.99495,0.76113,0.94748,0.36047,1.22419,0.0007377,0.0007377,0.0007377
79,13607.7,0.82963,0.37721,1.11219,0.99578,1,0.995,0.74497,1.01282,0.35828,1.24986,0.0007278,0.0007278,0.0007278
80,13692.7,0.84487,0.38846,1.11333,0.99888,1,0.995,0.77349,0.95226,0.33896,1.22523,0.0007179,0.0007179,0.0007179
81,13755.7,0.85202,0.39274,1.12793,0.99729,1,0.995,0.76186,0.94235,0.35328,1.21963,0.000708,0.000708,0.000708
82,13843.8,0.84056,0.38329,1.12201,0.99433,1,0.995,0.7693,0.94819,0.35588,1.21426,0.0006981,0.0006981,0.0006981
83,13929.7,0.84159,0.38489,1.1275,0.99837,1,0.995,0.74226,1.04293,0.38376,1.29796,0.0006882,0.0006882,0.0006882
84,14008.7,0.82629,0.38189,1.1207,0.99889,1,0.995,0.7554,0.99498,0.35377,1.23934,0.0006783,0.0006783,0.0006783
85,14094.3,0.80584,0.37395,1.09884,0.99945,1,0.995,0.75012,0.97671,0.35472,1.25415,0.0006684,0.0006684,0.0006684
86,14181.5,0.79927,0.36659,1.09627,0.99817,1,0.995,0.75108,0.94222,0.34955,1.22826,0.0006585,0.0006585,0.0006585
87,14288.7,0.80074,0.36259,1.10261,0.99829,1,0.995,0.75522,0.94976,0.34289,1.22728,0.0006486,0.0006486,0.0006486
88,14352,0.8232,0.37838,1.11607,0.99445,1,0.99495,0.7569,0.96891,0.3531,1.23308,0.0006387,0.0006387,0.0006387
89,14435.9,0.80976,0.37562,1.11135,0.99464,1,0.995,0.74483,0.97941,0.36387,1.23567,0.0006288,0.0006288,0.0006288
90,14511.5,0.81559,0.37016,1.0967,0.99499,1,0.995,0.74546,0.97472,0.34291,1.23129,0.0006189,0.0006189,0.0006189
91,14593.5,0.78137,0.35884,1.08262,0.9979,1,0.995,0.75609,0.92728,0.34007,1.21757,0.000609,0.000609,0.000609
92,14715.8,0.80872,0.36283,1.0969,0.99677,1,0.995,0.75876,0.93875,0.33676,1.21452,0.0005991,0.0005991,0.0005991
93,14796.7,0.80627,0.3669,1.09955,0.99902,1,0.995,0.7671,0.95161,0.3397,1.23581,0.0005892,0.0005892,0.0005892
94,14877,0.81675,0.36569,1.11263,0.99866,1,0.995,0.76161,0.95328,0.34089,1.21639,0.0005793,0.0005793,0.0005793
95,14964,0.81652,0.36857,1.10759,0.99458,1,0.995,0.78116,0.8631,0.32675,1.16554,0.0005694,0.0005694,0.0005694
96,15068.5,0.81078,0.36342,1.1031,0.99779,1,0.995,0.77297,0.90677,0.33193,1.17843,0.0005595,0.0005595,0.0005595
97,15151.8,0.81302,0.36419,1.10123,0.99928,1,0.995,0.72839,1.0472,0.35731,1.28054,0.0005496,0.0005496,0.0005496
98,15266.1,0.80888,0.36307,1.11287,0.99484,1,0.995,0.75036,1.01377,0.35439,1.26856,0.0005397,0.0005397,0.0005397
99,15348.6,0.81102,0.36247,1.09554,0.99465,1,0.99346,0.76563,0.93705,0.33734,1.20404,0.0005298,0.0005298,0.0005298
100,15433.6,0.78448,0.35798,1.0985,0.99468,1,0.99396,0.77208,0.93228,0.3285,1.21434,0.0005199,0.0005199,0.0005199
101,15524.2,0.78472,0.34838,1.10058,0.99468,1,0.99435,0.75513,1.00148,0.34348,1.25496,0.00051,0.00051,0.00051
102,15606.2,0.81904,0.36741,1.10833,0.99773,1,0.995,0.75817,0.98572,0.33458,1.24482,0.0005001,0.0005001,0.0005001
103,15694.1,0.78935,0.35608,1.09552,0.99486,1,0.995,0.74789,0.99756,0.34574,1.25511,0.0004902,0.0004902,0.0004902
104,15760.6,0.81277,0.36384,1.10787,0.9946,1,0.99396,0.75501,0.95403,0.33568,1.21674,0.0004803,0.0004803,0.0004803
105,15857.2,0.82144,0.35499,1.10427,0.99464,1,0.9943,0.76917,0.94761,0.33353,1.2183,0.0004704,0.0004704,0.0004704
106,15950.2,0.7937,0.35697,1.09911,0.9947,1,0.99291,0.76959,0.94283,0.33558,1.2263,0.0004605,0.0004605,0.0004605
107,16044.8,0.78227,0.35539,1.0895,0.99465,1,0.99326,0.7699,0.9545,0.3388,1.2247,0.0004506,0.0004506,0.0004506
108,16133.5,0.78843,0.34153,1.09139,0.99443,1,0.99485,0.76652,0.96573,0.33988,1.23266,0.0004407,0.0004407,0.0004407
109,16217.8,0.79033,0.3569,1.09705,0.99492,1,0.995,0.78163,0.9362,0.32562,1.20649,0.0004308,0.0004308,0.0004308
110,16300.3,0.77368,0.34437,1.08115,0.99752,1,0.995,0.77136,0.96456,0.33159,1.22871,0.0004209,0.0004209,0.0004209
111,16375,0.79418,0.35642,1.10226,0.99795,1,0.995,0.77282,0.98673,0.33409,1.23321,0.000411,0.000411,0.000411
112,16456.7,0.77425,0.35154,1.09079,1,0.99903,0.995,0.77946,0.94494,0.32478,1.22707,0.0004011,0.0004011,0.0004011
113,16536.1,0.76422,0.34071,1.07616,0.99849,1,0.995,0.77973,0.93739,0.32668,1.20399,0.0003912,0.0003912,0.0003912
114,16618.6,0.76213,0.33535,1.07663,0.99843,1,0.995,0.7711,0.9306,0.31937,1.21998,0.0003813,0.0003813,0.0003813
115,16697.7,0.75116,0.33956,1.06767,0.99737,1,0.995,0.77064,0.93613,0.32607,1.21822,0.0003714,0.0003714,0.0003714
116,16767.4,0.75878,0.34538,1.06634,0.99902,1,0.995,0.78092,0.92372,0.32314,1.21085,0.0003615,0.0003615,0.0003615
117,16847.9,0.74947,0.34533,1.07769,0.99831,1,0.995,0.77185,0.96898,0.33508,1.23186,0.0003516,0.0003516,0.0003516
118,16930.9,0.74335,0.33398,1.05762,0.99814,1,0.995,0.75966,0.96999,0.3349,1.24054,0.0003417,0.0003417,0.0003417
119,17008.4,0.75341,0.33149,1.06976,0.99564,1,0.995,0.78013,0.90445,0.31847,1.18783,0.0003318,0.0003318,0.0003318
120,17094.9,0.75814,0.33103,1.06433,0.9956,1,0.995,0.77635,0.90708,0.32329,1.19565,0.0003219,0.0003219,0.0003219
121,17179.5,0.73926,0.32804,1.06252,0.99691,1,0.995,0.78483,0.91079,0.31393,1.19809,0.000312,0.000312,0.000312
122,17252.6,0.75169,0.33492,1.07564,0.99789,1,0.995,0.77866,0.91559,0.31759,1.20056,0.0003021,0.0003021,0.0003021
123,17332.6,0.75125,0.33794,1.07599,0.99644,1,0.995,0.77301,0.94159,0.33304,1.22592,0.0002922,0.0002922,0.0002922
124,17411.6,0.76451,0.34384,1.08058,0.99464,1,0.99495,0.78606,0.92584,0.32522,1.20433,0.0002823,0.0002823,0.0002823
125,17481.1,0.75032,0.33012,1.06072,0.99463,1,0.9943,0.77531,0.93975,0.32814,1.2209,0.0002724,0.0002724,0.0002724
126,17564.6,0.72338,0.32451,1.04639,0.99469,1,0.9948,0.78281,0.92559,0.32333,1.20727,0.0002625,0.0002625,0.0002625
127,17647,0.72025,0.32047,1.06101,0.99458,1,0.995,0.7723,0.94564,0.32689,1.23129,0.0002526,0.0002526,0.0002526
128,17718,0.73007,0.32052,1.06032,0.9945,1,0.995,0.77576,0.93598,0.32024,1.22645,0.0002427,0.0002427,0.0002427
129,17795.7,0.72397,0.32206,1.05092,0.99443,1,0.995,0.78661,0.91409,0.3173,1.21607,0.0002328,0.0002328,0.0002328
130,17872.2,0.72311,0.32672,1.06625,0.9945,1,0.9947,0.76952,0.93147,0.3105,1.22193,0.0002229,0.0002229,0.0002229
131,17931.9,0.72977,0.32562,1.04497,0.99478,1,0.995,0.77772,0.92169,0.31224,1.22549,0.000213,0.000213,0.000213
132,17997.8,0.73393,0.32859,1.0614,0.99747,1,0.995,0.77931,0.94082,0.32056,1.23179,0.0002031,0.0002031,0.0002031
133,18079.1,0.72229,0.32123,1.04612,0.99716,1,0.995,0.77313,0.95165,0.32484,1.24705,0.0001932,0.0001932,0.0001932
134,18168,0.71546,0.31844,1.05107,0.99524,1,0.995,0.79282,0.89945,0.30681,1.20532,0.0001833,0.0001833,0.0001833
135,18248.4,0.72098,0.31779,1.06248,0.99501,1,0.995,0.77807,0.93265,0.31518,1.23144,0.0001734,0.0001734,0.0001734
136,18331.5,0.73162,0.32064,1.06074,0.99502,1,0.995,0.78654,0.92117,0.31328,1.22063,0.0001635,0.0001635,0.0001635
137,18415.3,0.6964,0.30985,1.04373,0.99501,1,0.995,0.78288,0.9378,0.32091,1.24014,0.0001536,0.0001536,0.0001536
138,18497.1,0.71236,0.32338,1.04557,0.99747,1,0.995,0.78968,0.91306,0.31542,1.20977,0.0001437,0.0001437,0.0001437
139,18571.4,0.71189,0.31222,1.04085,0.99871,1,0.995,0.78934,0.92553,0.3121,1.22188,0.0001338,0.0001338,0.0001338
140,18648.7,0.70513,0.31719,1.03305,0.99849,1,0.995,0.79404,0.91374,0.30988,1.20608,0.0001239,0.0001239,0.0001239
141,18760.1,0.63897,0.26737,1.01895,0.9976,1,0.995,0.78444,0.91905,0.30905,1.21846,0.000114,0.000114,0.000114
142,18842,0.63286,0.26498,1.01714,0.99801,1,0.995,0.78164,0.92823,0.3075,1.22173,0.0001041,0.0001041,0.0001041
143,18921,0.6361,0.26822,1.00092,0.99849,1,0.995,0.78823,0.9199,0.30751,1.21522,9.42e-05,9.42e-05,9.42e-05
144,18993.8,0.62999,0.26546,1.01298,0.99887,1,0.995,0.78664,0.92725,0.3096,1.22356,8.43e-05,8.43e-05,8.43e-05
145,19074.9,0.61243,0.25717,1.00196,0.9988,1,0.995,0.7901,0.9008,0.30441,1.20233,7.44e-05,7.44e-05,7.44e-05
146,19177.1,0.62618,0.25674,1.00046,0.99898,1,0.995,0.79441,0.90796,0.30483,1.20627,6.45e-05,6.45e-05,6.45e-05
147,19269,0.61627,0.26037,0.98826,0.99909,1,0.995,0.79402,0.92033,0.30556,1.21365,5.46e-05,5.46e-05,5.46e-05
148,19375.4,0.6084,0.25485,0.99229,0.99898,1,0.995,0.79529,0.90889,0.30652,1.20452,4.47e-05,4.47e-05,4.47e-05
149,19454.3,0.61213,0.25665,0.99708,0.99888,1,0.995,0.7941,0.90703,0.30729,1.20482,3.48e-05,3.48e-05,3.48e-05
150,19530,0.61847,0.25594,0.98575,0.99896,1,0.995,0.79397,0.90664,0.30824,1.20592,2.49e-05,2.49e-05,2.49e-05
